city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,1994,16,1994-04-23,0.07515,0.077483335,0.1528286,0.1754571,0.0,-1.3023942304248295,-1.2537825620026009,-1.4554778130115558,-1.4357237712497781,-0.754847916753565,16.6,-1.0893250410434743,0.0,-1.4669780166916013,-0.6889558699840511,25.9714285714,6.4,30.0,22.2,28.7,14
sj,1994,17,1994-04-30,0.0805,0.0251,0.09804286,0.09371667,0.0,-0.636875427327487,-0.5986028717432917,-1.064533348961865,-0.3365991056001666,-0.3554944546715866,4.9,-1.3055636666610884,0.0,-1.0827834476294957,0.34022059430931284,26.6714285714,7.78571428571,31.7,22.2,13.2,17
sj,1994,18,1994-05-07,0.0652,0.08175,0.1644143,0.1321429,68.0,-0.12437737089979078,-0.07940387181715233,0.08977186926206147,-0.16750300319248967,-0.19575306983880433,14.1,0.42012192770753065,68.0,0.055778560039120045,0.46130017833634807,27.7571428571,7.7,33.3,22.8,10.5,22
sj,1994,19,1994-05-14,0.1111,0.0974,0.1165143,0.1063143,10.46,-0.4389200168318334,-0.419355598082886,-0.1121852238635749,-0.6747913104154243,-0.03601168500602207,21.1,0.4526421897645747,10.46,-0.16763385359801183,-1.082464518082509,27.4142857143,6.45714285714,31.7,23.9,3.3,13
sj,1994,20,1994-05-21,0.0742,0.0177,0.1722429,0.1608286,16.5,-0.509358138436091,-0.5491553480643964,0.18611837185719687,-0.5902432592115858,0.04385900741039176,28.9,1.2428423236272874,16.5,0.15112611732221942,-1.3548935821539325,27.7142857143,8.1,33.3,22.8,29.3,24
sj,1994,21,1994-05-28,0.1178,0.10975,0.2084714,0.2084857,17.52,0.7378823918370722,0.903365664004522,0.6270889046618401,0.8470736112533315,0.3633417770759563,7.9,0.16882899363036824,17.52,0.6222552239437154,0.9153486184483245,29.1,7.07142857143,33.9,24.4,6.9,31
sj,1994,22,1994-06-04,0.1097,0.1407,0.2008429,0.1616143,6.59,0.4451998528149955,0.5139664140599421,0.15925252034661255,0.33978530403039686,0.44321246949237014,16.7,-0.3747239579029621,6.59,0.11560447838700136,-0.20463753385472216,28.5714285714,7.31428571429,33.3,23.3,1.6,34
sj,1994,23,1994-06-11,0.08005,0.06905,0.06161429,0.05854286,42.53,0.21566873281055032,0.3038144377757187,0.35379834364278406,0.00159309921513918,0.6029538543251524,21.5,0.4289910900867207,42.53,0.3137778327221448,0.03752163422053723,28.2285714286,7.62857142857,32.8,23.3,67.3,31
sj,1994,24,1994-06-18,-0.0286,0.08265,0.1592833,0.2158429,13.82,0.4524865554017185,0.5325092351150197,0.2555990229417479,0.2552372528266065,0.8425659315743484,3.7,-0.18889388899711634,13.82,0.1931912161370571,-0.11382784582385151,28.3285714286,6.77142857143,32.8,24.4,5.4,31
sj,1994,25,1994-06-25,-0.0323,0.04215,0.1387429,0.1391143,38.34,0.36261722774965527,0.39034760443009164,0.23707084966508116,0.762525560049493,0.6029538543251524,26.51,-0.0672596620909058,38.34,0.1969303360215318,-0.8705752460246036,28.0714285714,6.6,32.8,23.9,23.4,38
sj,1994,26,1994-07-02,0.1252667,0.11765,0.1234167,0.1551857,12.67,0.6698731710949749,0.7117565087754253,0.48998041995008573,0.8470736112533315,0.6029538543251524,22.9,0.028189418734954844,12.67,0.4530600487950348,0.40076038632283095,28.4,6.75714285714,32.8,23.9,10.2,49
sj,1994,27,1994-07-09,0.12325,0.2155667,0.217,0.1133429,15.39,0.044431230949328514,-0.005232585866197182,0.03696657399682943,0.17068920162276802,0.5230831619087386,54.83,-0.0372734464363618,15.39,-0.037699437269024125,-1.7181323342562262,27.9285714286,6.82857142857,32.2,23.9,19.5,42
sj,1994,28,1994-07-16,0.1396,0.22405,0.1846714,0.1805857,9.77,0.3468293725701822,0.4027094851334603,0.04623066128364205,0.17068920162276802,0.5230831619087386,18.52,-0.48157624751051703,9.77,-0.02180817771093338,-0.6889558699840511,28.1714285714,6.01428571429,32.2,23.9,28.7,49
sj,1994,29,1994-07-23,0.0424,0.1201667,0.1943429,0.1907429,43.28,0.7305956901004554,0.7921087350780893,0.30191945743044707,0.33978530403039686,0.44321246949237014,9.9,-0.5407039967051395,43.28,0.22684329522818916,-0.23490742985088675,28.2571428571,6.52857142857,32.8,23.9,9.8,55
sj,1994,30,1994-07-30,0.183,0.2658,0.1967286,0.1939,2.79,0.7682436513397882,0.8168324973501491,0.09069827766647733,0.17068920162276802,1.0023073164071308,3.3,-1.0335760203658089,2.79,0.0286699408276099,0.007251738203183726,28.5142857143,7.22857142857,33.3,24.4,1.0,80
sj,1994,31,1994-08-06,0.0539,0.1311,0.1752143,0.1122143,26.96,0.42698309762341996,0.39034760443009164,0.17222224189967836,0.33978530403039686,0.12372969982676019,22.9,-0.3358685798692239,26.96,0.11280013845728756,-0.5073364939223098,28.2571428571,6.98571428571,33.3,23.9,48.5,84
sj,1994,32,1994-08-13,0.04465,-0.0402,0.05686667,0.02865,30.03,0.37840508292912833,0.4274332474055692,0.23892366712242893,0.17068920162276802,0.5230831619087386,12.5,-0.10273631160768265,30.03,0.1931912161370571,-0.20463753385472216,28.3857142857,7.78571428571,33.3,23.9,3.6,72
sj,1994,33,1994-08-20,0.06666667,-0.0157,0.1766167,0.22135,17.77,0.7961760099802955,0.8168324973501491,0.25281979707994745,0.762525560049493,0.8425659315743484,16.6,-0.737514933335451,17.77,0.2146911555545731,0.1283313222514079,28.5142857143,6.77142857143,33.3,24.4,20.4,89
sj,1994,34,1994-08-27,0.1564,0.130825,0.1920571,0.1767286,3.24,1.0973597015951222,1.1691461043192515,0.5409328971094908,1.1852658160685892,1.0023073164071308,11.56,-0.5947636531243263,3.24,0.5250381067510987,0.40076038632283095,28.5714285714,6.7,32.8,24.4,4.3,115
sj,1994,35,1994-09-03,0.02185,0.14525,0.2137857,0.2040857,59.91,1.1216487093673453,1.1691461043192515,0.7771671115751764,1.1852658160685892,1.162048701239913,20.24,-0.13272252726222245,59.91,0.76527655990108,0.15860121824757153,29.4285714286,6.88571428571,33.9,25.6,11.0,179
sj,1994,36,1994-09-10,0.04585,0.076225,0.2916857,0.2479714,19.45,0.8508262764051284,0.8600990806773355,0.6706301126402595,0.9316216624571219,0.28347108465958787,28.3,0.061132021878791847,19.45,0.6446899433159922,0.40076038632283095,29.2857142857,6.35714285714,33.3,24.4,14.4,202
sj,1994,37,1994-09-17,0.099375,0.0893,0.0955,0.192925,61.11,0.7463835444298222,0.7550230921025626,0.5251839496945876,0.762525560049493,0.7626952391579347,70.4,-0.0537447479935002,61.11,0.5035381673335805,0.007251738203183726,28.5571428571,6.9,34.4,23.9,50.8,272
sj,1994,38,1994-09-24,0.06747500000000001,0.06535,0.17028,0.1588143,39.22,0.6905188279989138,0.736480271047485,0.5603874794390895,0.8470736112533315,0.6828245467415662,50.7,0.1130799729527029,39.22,0.5353206864497596,-0.9916548300728273,28.3714285714,6.18571428571,32.2,24.4,34.3,302
sj,1994,39,1994-10-01,0.07635,0.09725,0.1714286,0.1818857,55.88,0.36990393033637825,0.39652854478180055,0.4695994285675551,0.4243333552342353,0.3633417770759563,45.2,0.42603470262699206,55.88,0.4661469684234094,0.30995069829196026,28.0142857143,6.7,33.9,23.3,31.5,395
sj,1994,40,1994-10-08,0.13065,0.08955,0.1886286,0.1683143,0.63,1.1082897550501294,1.138241401695483,0.17222224189967836,1.0161697136609602,1.162048701239913,2.8,-1.423396823993109,0.63,0.136169637784323,0.3704904903054774,28.7142857143,6.9,34.4,24.4,8.2,426
sj,1994,41,1994-10-15,0.0520625,0.06755,0.1771857,0.1681667,16.7,0.4804189140422258,0.37798572286140053,0.24911416216521506,1.354361918476218,0.44321246949237014,40.8,-0.2087439191007805,16.7,0.23806065488160855,0.5823797623633833,28.3285714286,7.65714285714,35.0,23.9,39.2,461
sj,1994,42,1994-10-22,0.0161,0.08155,0.1864143,0.163,75.57,0.990488069607665,1.05170823504111,0.38159060420630037,1.4389099696800565,0.8425659315743484,15.81,-0.7637000793862407,75.57,0.3848211107234479,1.2180475785371003,28.5714285714,7.44285714286,35.0,23.9,5.4,381
sj,1994,43,1994-10-29,0.0036,0.08975,0.1754833,0.1374429,111.52,-0.22274785114455575,-0.2833749077496669,0.6965695557463911,-0.6747913104154243,0.20360039224317403,64.85,1.917321005503251,111.52,0.72321146108624,-1.687862438260062,27.6714285714,7.27142857143,32.8,23.3,39.2,333
sj,1994,44,1994-11-05,0.0892,0.09665,0.1809429,0.1569,5.41,0.6747309728194408,0.7488421517509029,0.48534837663090064,0.5088814064380257,0.8425659315743484,15.6,-0.07275009595313865,5.41,0.4764295481220726,-0.26517732586823933,28.1571428571,6.84285714286,32.2,24.4,1.9,353
sj,1994,45,1994-11-12,0.07745,0.052025,0.1561,0.1696,32.26,0.19016527503225178,-0.04849916919338366,0.31303636152616515,0.17068920162276802,-0.03601168500602207,36.6,0.3441005358689726,32.26,0.29321267332482315,-0.47706659792614525,27.3142857143,6.92857142857,31.7,22.2,54.5,410
sj,1994,46,1994-11-19,0.0941,0.07475,0.17535,0.1022714,32.17,0.10636819996088444,0.0998434018432533,0.6984223732037758,0.762525560049493,0.20360039224317403,47.5,1.3754574182579637,32.17,0.7250810210611952,-1.4457032701848032,27.2857142857,7.31428571429,32.8,22.2,47.5,364
sj,1994,47,1994-11-26,0.0549,0.047829165,0.2017857,0.1477857,11.16,0.2970369078698151,0.23582409217647243,0.8299724061919292,0.5088814064380257,0.28347108465958787,23.7,1.3513839775228853,11.16,0.8587545572746575,-0.11382784582385151,27.8571428571,7.6,33.9,23.3,49.3,359
sj,1994,48,1994-12-03,0.12015,0.1038667,0.1767857,0.1467571,17.52,-0.18874324077355548,-0.28955584810132656,-0.18444510080996332,-0.5056952080077954,-0.754847916753565,27.4,-0.10991610972839409,17.52,-0.23400323169464585,-0.7494956619975683,26.8857142857,7.57142857143,31.7,21.1,35.9,288
sj,1994,49,1994-12-10,0.0568,0.0701125,0.1750667,0.15275,45.95,-1.0752920104324868,-1.0683543479905355,0.06939087787949395,-1.604819873657455,-0.5152358395043689,106.09,1.9625114995432393,45.95,0.0286699408276099,-2.020831294345003,26.3714285714,6.18571428571,30.0,22.2,58.2,221
sj,1994,50,1994-12-17,0.0044,0.0495,0.1913857,0.1730143,0.0,-0.38184084954474334,-0.38226995510740847,-0.7514072142306428,-0.6747913104154243,-0.03601168500602207,16.5,-1.0276632454463475,0.0,-0.7911320959207745,-0.35598701389911,26.5857142857,7.47142857143,31.7,21.7,7.4,149
sj,1994,51,1994-12-24,-0.00042500000000000003,0.04613333,0.1808571,0.1700571,0.0,-0.41827436077800073,-0.42553653843454575,-0.5744631564552014,-0.5902432592115858,-0.2756237622552182,12.2,-0.5964530173828091,0.0,-0.6153934608924733,0.5823797623633833,26.6428571429,8.18571428571,31.7,22.2,12.9,112
sj,1995,52,1995-01-01,0.2438,0.045,0.2152556,0.1947778,71.43,-0.19967329337840806,-0.0670419911137837,0.37417933437683554,0.17068920162276802,-0.43536514708800045,30.4,1.1634422032717722,71.43,0.34742991174784116,1.7326358106837827,27.3142857143,8.74285714286,32.8,22.2,9.2,154
sj,1995,1,1995-01-08,0.223075,0.2193333,0.2886167,0.2587429,0.0,-1.4821328848788013,-1.5442867645894884,-1.5323697339255717,-1.0129835152306819,-2.0327789954159137,12.5,-0.914475839832534,0.0,-1.4959561958780654,-0.17436763783736867,25.7,7.68571428571,31.7,20.0,40.4,91
sj,1995,2,1995-01-15,0.09436667,0.1416333,0.1755714,0.1716143,0.0,-0.6708800376984874,-0.6356885147187693,-1.1599534431525844,-1.1820796176383588,-0.3554944546715866,3.59,-1.4440915362112303,0.0,-1.2024352841943904,-0.20463753385472216,25.7714285714,7.68571428571,30.0,21.7,10.5,72
sj,1995,3,1995-01-22,-0.1193,-0.0359,0.2122571,0.2293714,37.99,-2.1160759784673524,-2.143837990818243,-1.4703003520220064,-1.8584640272688742,-1.7931669181667178,32.88,0.18361093092902386,37.99,-1.4753910364807439,-1.415433374188639,24.7571428571,7.11428571429,28.9,20.0,29.0,56
sj,1995,4,1995-01-29,0.05175,0.1268,0.1772286,0.1340714,0.0,-1.2586740166048491,-1.0127258839599804,-1.0145072802069126,-0.6747913104154243,-1.7931669181667178,6.2,-0.177913021302215,0.0,-1.0397835688598984,2.4893832108845344,26.1285714286,9.04285714286,32.8,20.6,9.9,46
sj,1995,5,1995-02-05,0.0550625,0.1449,0.21726,0.2099429,0.0,-1.465130579693253,-1.3279538479536053,-0.7699353881557889,-0.9284354640268915,-1.3139427636683256,43.3,0.7309649520365441,0.0,-0.8257189549012317,-0.6284160779705331,25.5,7.28571428571,31.7,21.1,26.9,37
sj,1995,6,1995-02-12,0.03233333,0.059325,0.1748857,0.1713857,0.0,-1.035215148330897,-1.0127258839599804,-1.343382362353038,-0.6747913104154243,-1.6334255333339356,3.6,-1.26417424222485,0.0,-1.3585435397801284,2.852621962986828,26.0857142857,9.61428571429,32.8,20.0,0.0,26
sj,1995,7,1995-02-19,0.0614,0.1281,0.1753143,0.2123286,0.0,-0.7243158541172932,-0.6233266340153515,-0.7875371530280398,-0.6747913104154243,-1.1542013788355434,10.07,-0.5647774374697865,0.0,-0.8565666940626488,0.7639991384251247,26.6285714286,8.65714285714,32.2,20.6,2.8,17
sj,1995,8,1995-02-26,0.0935,0.06486667,0.1020143,0.1254143,0.0,-1.3303265882151822,-1.4453917172317468,-1.27390171126845,-1.604819873657455,-1.0743306864191748,29.08,-0.6792318662552814,0.0,-1.3127393210808171,-1.0219247260689917,25.9285714286,7.28571428571,31.7,21.7,29.5,17
sj,1995,9,1995-03-05,0.07355,0.06865,0.12292,0.10996,0.0,-1.6132935246384335,-1.6679055742192896,-1.0719446187913297,-1.5202718224536165,-1.4736841485011531,50.73,0.26174402805372465,0.0,-1.1014790470518645,-0.05328805381033343,25.2428571429,8.4,30.6,20.0,51.7,20
sj,1995,10,1995-03-12,0.14535,0.079575,0.1823429,0.1864857,0.0,-1.693447249691671,-1.6493627522988896,-0.833857587516739,-1.604819873657455,-1.6334255333339356,36.42,0.922707795861847,0.0,-0.8799361933896854,-0.8100354540110865,25.5,7.05714285714,30.0,21.1,16.9,11
sj,1995,11,1995-03-19,0.0739,0.1150667,0.1452,0.1547429,19.43,-1.669158241919448,-1.8162481452559267,-1.4758588043940866,-1.4357237712497781,-2.112649687832282,18.6,-0.5651997785270151,19.43,-1.460434556877414,-0.840305350028439,25.2571428571,6.75714285714,31.7,21.1,16.5,7
sj,1995,12,1995-03-26,0.031,0.23165,0.2074333,0.2497143,0.0,-2.2047308552631857,-2.143837990818243,-2.8960433144560835,-0.7593393616192627,-2.591873842330674,6.7,-2.681550858637391,0.0,-2.6532138030344847,1.7931756026972998,24.6285714286,8.41428571429,31.7,18.9,2.3,16
sj,1995,13,1995-04-02,0.19862,0.259575,0.24515,0.3054571,0.0,-1.8586124998223517,-1.8533337882314043,-3.060017650678459,-1.0975315664345204,-2.9912273044126527,4.6,-3.419803041426193,0.0,-2.7513657002472964,3.27640050710264,25.2428571429,7.75714285714,30.0,20.0,4.1,14
sj,1995,14,1995-04-09,0.09995,0.2494,0.2327857,0.2684143,0.0,-1.1967370475932932,-1.0930781102626446,-1.6481708188503428,-0.3365991056001666,-2.112649687832282,0.0,-1.6354120389497404,0.0,-1.5791516134875487,2.45911331488837,25.9714285714,8.95714285714,32.8,19.4,0.0,16
sj,1995,15,1995-04-16,0.067275,0.03495,0.1719143,0.1489429,5.43,-0.4364911159695763,-0.38226995510740847,-0.49201278316906855,-0.5902432592115858,-0.2756237622552182,2.1,-0.39203994160411776,5.43,-0.5237850234938486,0.7942690344212893,27.2857142857,7.78571428571,32.8,22.8,0.0,5
sj,1995,16,1995-04-23,0.1017,0.1127,0.2601571,0.2366143,6.44,-1.0570752552409113,-1.0189068243116401,-1.000611150249394,-0.9284354640268915,-0.9944599940027611,19.6,-0.47608581367784436,6.44,-0.9986532499998191,0.34022059430931284,26.6571428571,7.3,32.8,21.1,72.0,2
sj,1995,17,1995-04-30,0.1281,0.150025,0.2205429,0.1873,0.0,-1.3278976882030797,-1.2970491453297874,-1.9436951887093141,-0.9284354640268915,-1.1542013788355434,2.7,-2.067889290214533,0.0,-1.8623899454725632,0.43103028231899554,26.3285714286,6.65714285714,31.1,21.7,1.0,6
sj,1995,18,1995-05-07,0.092975,0.1521,0.2145429,0.1579714,20.96,-0.24217905634220674,-0.09794669373755237,-0.5800216081788024,0.2552372528266065,0.04385900741039176,4.1,-0.845211905057463,20.96,-0.601371761309339,1.0364282024965479,27.8428571429,9.14285714286,34.4,22.2,2.8,5
sj,1995,19,1995-05-14,0.14345,0.1115,0.1990714,0.1708857,9.01,0.04928903182368812,0.1492909255220995,0.2148370414736451,0.4243333552342353,-0.19575306983880433,9.0,0.3930920994831551,9.01,0.18758253634306296,1.157507786523583,27.7714285714,7.3,34.4,22.8,29.7,4
sj,1995,20,1995-05-21,0.0363,0.096525,0.1664333,0.1605714,119.62,-0.06608375275651905,-0.08558481216886124,0.19538245914404637,0.33978530403039686,-0.1158823774223905,17.4,0.571742370268281,119.62,0.16514781697078837,0.8548088264348064,26.9142857143,6.27142857143,31.1,21.7,101.6,3
sj,1995,21,1995-05-28,0.0322,0.1621333,0.2318286,0.2402714,204.62,0.32375481565414077,0.34090008075124545,0.5816948792260729,0.33978530403039686,0.04385900741039176,17.3,0.7436351839899282,204.62,0.5736466653801227,-0.26517732586823933,27.2285714286,7.34285714286,31.7,22.2,97.5,4
sj,1995,22,1995-06-04,0.057575,0.2412,0.1024714,0.1095714,178.89,0.4500576545394614,0.3656238421579827,0.5807684708216201,0.5934294576418642,0.6828245467415662,20.33,0.5307752868892754,178.89,0.5727118853599282,-1.0521946220863447,27.7,7.32857142857,33.3,23.3,9.1,16
sj,1995,23,1995-06-11,0.15495,0.0278,0.2666143,0.2119,106.04,-0.32719058226980413,-0.4626221814100725,0.4733050634822875,-0.9284354640268915,0.20360039224317403,86.8,1.600565206254772,106.04,0.4455818089606543,-1.7181323342562262,27.3,7.14285714286,31.1,22.8,35.5,8
sj,1995,24,1995-06-18,0.08955,0.0797,0.1817143,0.1559857,20.16,0.6419408133046222,0.6190424017693434,0.5159198630562541,0.08614115041892957,0.9224366239907169,16.57,0.060709680791998906,20.16,0.49699470751939423,-0.2954472218644039,27.7714285714,7.47142857143,32.8,22.8,43.5,7
sj,1995,25,1995-06-25,0.22135,0.2174,0.2199714,0.1920429,26.56,0.8860453376323587,0.8291943780535669,0.9911675172009466,0.8470736112533315,0.7626952391579347,35.24,0.7119596040769056,26.56,0.9924280934881199,-0.9613849340554742,28.8428571429,7.37142857143,33.3,24.4,10.5,10
sj,1995,26,1995-07-02,0.2319333,0.2115,0.2412286,0.2656857,2.04,1.365753233695082,1.4040218420102122,1.0662066200090987,1.1852658160685892,1.162048701239913,13.7,0.1325076619695699,2.04,1.0933843305652111,0.6429195543769005,29.2142857143,6.34285714286,33.9,24.4,15.8,14
sj,1995,27,1995-07-09,0.3093,0.2909,0.2370571,0.2420429,41.18,1.6438623683938671,1.6512594612699134,0.6798941999270721,1.6080060720876852,1.0821780088235446,9.22,-1.1429623563758682,41.18,0.6736681225024552,1.2483174745544536,29.6571428571,7.82857142857,34.4,25.0,16.0,7
sj,1995,28,1995-07-16,0.056066665,0.17265,0.24245,0.2196714,25.89,0.7403112926992809,0.6870327473686388,0.9633752566374304,0.5934294576418642,1.0023073164071308,60.59,0.8952556265802429,25.89,0.9662542542313707,-1.0521946220863447,29.2857142857,7.6,34.4,24.4,21.4,9
sj,1995,29,1995-07-23,0.1175,0.10775,0.1555714,0.1664857,36.58,1.1289354111039136,1.280403032380411,1.1356872717421658,1.2698138672724275,1.401660778489109,38.3,0.6380499175836233,36.58,1.1896666678685048,0.5823797623633833,29.2285714286,7.3,33.9,25.0,30.6,11
sj,1995,30,1995-07-30,0.061399999999999996,0.1898,0.0942,0.1322286,101.64,0.77795925478872,0.6684899254482388,1.3923024762934237,0.8470736112533315,1.0821780088235446,62.31,1.820182560418912,101.64,1.466361539973896,-1.8089420222870969,28.5571428571,6.57142857143,33.3,23.9,43.3,23
sj,1995,31,1995-08-06,0.0632,0.09466667,0.1584857,0.2030286,60.71,0.7876748573875455,0.7055755684237164,1.3052200603366217,1.0161697136609602,0.9224366239907169,102.4,1.6094343686339663,60.71,1.3981226019677426,-0.7797655580149219,28.7,6.75714285714,33.9,23.9,30.1,17
sj,1995,32,1995-08-13,0.047,0.047,0.1991833,0.1653571,19.79,1.0111337256614976,0.9528131876833682,0.9476263092225272,0.9316216624571219,1.0821780088235446,40.3,0.4332145007181391,19.79,0.9858846336739338,-0.6586859739666977,29.0,6.81428571429,33.9,23.3,27.3,19
sj,1995,33,1995-08-20,0.08396667,0.0917,0.1771571,0.1886714,4.05,1.2588816008575185,1.298945854300811,1.408977832761222,2.11529437931062,0.7626952391579347,17.7,1.09206656318099,4.05,1.518709218487397,1.8839852907281704,30.0714285714,6.94285714286,34.4,25.6,8.7,24
sj,1995,34,1995-08-27,0.1131,0.0862,0.1374,0.1324714,75.11,0.7475979952860039,0.6932136877203477,1.1607003057954024,0.5088814064380257,0.6828245467415662,96.1,1.3480052489763594,75.11,1.22238396693944,-0.7192257659802157,28.4285714286,7.65714285714,33.3,23.3,66.0,17
sj,1995,35,1995-09-03,0.0326,0.07256667,0.17236,0.1968143,35.83,0.9358378023327258,0.9157275447078906,1.1366136801466187,0.9316216624571219,1.0023073164071308,55.21,0.9738110647917366,35.83,1.2177100670347736,-0.47706659792614525,29.1142857143,5.92857142857,32.2,24.4,12.8,28
sj,1995,36,1995-09-10,0.1071,0.1836,0.18515,0.1699571,20.23,1.8236010236979452,1.8737733182575054,1.2301809568799535,2.19984243051441,0.7626952391579347,8.6,-0.2323950187786303,20.23,1.3149271842928258,2.6407326909289233,29.5714285714,7.91428571429,34.4,23.9,20.4,40
sj,1995,37,1995-09-17,0.0568,0.0546,0.1436857,0.1392,40.29,0.9661990618354419,0.8786419017324131,1.2672373040818032,0.762525560049493,0.6828245467415662,122.7,1.1765347763119451,40.29,1.370079202736038,-0.17436763783736867,29.3714285714,7.44285714286,35.0,24.4,77.1,33
sj,1995,38,1995-09-24,0.1186333,0.0846,0.1810167,0.2176167,121.4,0.8447540246746355,0.823013437701858,1.2107263745503547,1.0161697136609602,0.8425659315743484,82.5,1.29563495684522,121.4,1.303709824639404,-0.023018157792980855,29.5857142857,6.91428571429,35.6,25.0,71.2,31
sj,1995,39,1995-10-01,0.1068,0.08366667,0.092,0.09934286,36.72,0.920049948003359,0.884822842084122,1.0856612023387342,0.4243333552342353,1.162048701239913,11.6,0.8640023877244531,36.72,1.1242320697266293,-1.17327420611338,29.9571428571,7.28571428571,34.4,25.6,13.3,33
sj,1995,40,1995-10-08,0.2808,0.2151,0.1463429,0.1295571,68.18,0.6018639503529261,0.47069983073275573,1.0134013253923828,0.5088814064380257,-0.03601168500602207,74.5,1.2428423236272874,68.18,1.0531887917253262,-0.35598701389911,28.0571428571,6.77142857143,32.2,23.9,45.6,29
sj,1995,41,1995-10-15,0.040825,0.0966,0.1316,0.1375429,45.63,0.39662183812070384,0.32853819918250515,0.9967259689245477,0.08614115041892957,0.6029538543251524,53.98,1.5595981228757623,45.63,1.048514891886093,-1.3548935821539325,28.3857142857,6.92857142857,32.2,24.4,19.1,30
sj,1995,42,1995-10-22,0.033625,0.09466,0.09144286,0.1194429,55.67,0.6127940038079331,0.5695948780904972,0.6900846949698582,0.4243333552342353,0.44321246949237014,40.8,0.5121922800164258,55.67,0.7101245414578653,-0.9008451420419571,27.8428571429,7.17142857143,33.9,23.3,39.1,36
sj,1995,43,1995-10-29,0.0036,0.1326,0.1581857,0.1374429,54.74,0.3128247621991819,0.2049193895526546,0.8040329630857607,0.4243333552342353,0.28347108465958787,46.4,1.2660710822479087,54.74,0.8578197772544632,-0.14409774184120408,27.4714285714,7.25714285714,32.2,23.3,53.6,48
sj,1995,44,1995-11-05,0.2346,0.07825,0.2700714,0.2854286,30.3,0.5945772486163576,0.6561280447448702,0.6956431473419753,0.8470736112533315,0.6828245467415662,40.4,0.5713200292110524,30.3,0.7419070605740445,1.157507786523583,28.0428571429,7.64285714286,33.9,23.3,13.5,40
sj,1995,45,1995-11-12,0.0174,0.02905,0.2089143,0.2354857,0.0,0.020142223177105394,0.08748152113983548,0.07958137357079614,-0.16750300319248967,0.20360039224317403,32.4,0.13968746009028554,0.0,0.04456120038570064,-1.1430043100960265,27.2285714286,6.87142857143,31.7,23.3,53.6,28
sj,1995,46,1995-11-19,0.0406,0.07475,0.19625,0.1903429,24.86,0.46705995972496156,0.5386901754666794,0.17685428521886348,0.5088814064380257,0.44321246949237014,9.9,-0.3823260970809021,24.86,0.1529956772971723,0.21914101026108965,27.1571428571,7.18571428571,31.1,22.8,2.8,36
sj,1995,47,1995-11-26,0.0334,0.1148667,0.2400143,0.2549,90.49,0.17194851984067624,0.18637656849757706,0.02770248735845917,0.08614115041892957,0.3633417770759563,12.7,-0.23366204197988036,90.49,0.0034308815256215383,-0.47706659792614525,27.3142857143,7.31428571429,32.2,22.8,5.9,19
sj,1995,48,1995-12-03,0.12015,0.076375,0.2411714,0.1688714,20.21,0.32254036564811367,0.3161763184791365,0.47978992425882044,0.08614115041892957,0.6029538543251524,13.69,0.5159933495906156,20.21,0.47175564821740357,-0.8100354540110865,27.2,7.54285714286,33.3,22.8,13.5,34
sj,1995,49,1995-12-10,0.1154,0.135,0.2653,0.2371143,0.0,0.10879709997298695,0.18637656849757706,-0.26596906504312745,-0.421147156803957,0.28347108465958787,12.8,-0.7683458311044521,0.0,-0.30785084962566267,-0.4165268059126281,27.0142857143,7.65714285714,31.1,22.2,14.9,23
sj,1995,50,1995-12-17,-0.0139,0.01473333,0.1795,0.1348,0.0,-0.5202881918910982,-0.5244315857922873,-0.23725039607519538,-0.8438874128230531,0.12372969982676019,23.6,0.3115802738119286,0.0,-0.2816770103689134,-1.2943537901404147,26.6142857143,7.08571428571,30.6,22.2,20.9,17
sj,1995,51,1995-12-24,-0.00042500000000000003,0.03596667,0.1808571,0.1116571,0.0,-0.7473904110333346,-0.8334786102995749,-0.7300998150921387,-1.0129835152306819,-0.5951065319207827,40.3,-0.38274843816769505,0.0,-0.7621539167343114,-1.5970527502291914,25.7142857143,5.85714285714,30.0,22.2,53.9,17
sj,1996,1,1996-01-01,0.014,0.01086667,0.09192857,0.1204429,6.35,-1.4116947632744954,-1.494839240910593,-0.36138915923384707,-1.5202718224536165,-1.0743306864191748,57.0,1.5384810696004168,6.35,-0.4237635663060826,-1.687862438260062,25.1857142857,4.84285714286,28.3,21.7,46.5,23
sj,1996,2,1996-01-08,0.1514333,0.1262333,0.1842429,0.1828,15.0,-0.4632090237539019,-0.48116500246515004,-0.2826444215109626,-0.5902432592115858,-0.43536514708800045,9.32,0.11519167826841423,15.0,-0.3405681486966004,0.007251738203183726,26.2571428571,7.64285714286,31.1,21.7,24.6,14
sj,1996,3,1996-01-15,0.0149,0.07636667,0.1466571,0.1969857,55.68,-1.122655575120703,-1.1425256339414906,-0.3539778900528983,-1.4357237712497781,-1.0743306864191748,50.3,1.0595463011239459,55.68,-0.405067966883715,-0.8100354540110865,25.9714285714,6.88571428571,31.1,21.7,40.6,20
